card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
james_courtney_124-Legion-of-Angels,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Silver'],1,Legion of Angels (GoC),False,124-Legion-of-Angels,Gospel of Christ,Hero,12,12,Warrior,"[X = # of your Gospel angels] Angel, Generic, Gospel","Protect your Gospel Heroes from lone Evil Characters. You may draw X (limit 3). Once per battle, while 2 or more Evil Characters are blocking, you may take a good Dominant from deck.",Common,Matthew 26:53,Good,Rotation
james_courtney_132-The-Messianic-Messenger,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Silver'],1,The Messianic Messenger (GoC),False,132-The-Messianic-Messenger,Gospel of Christ,Hero,2,9,Warrior,"Angel, Gospel, Nativity, Prophet","You may take a good nativity card from deck (or Reserve if opponent has hand advantage). If you do not, may band to a nativity Hero. Cannot be interrupted.",Common,Luke 2:9,Good,Rotation
james_courtney_131-Angel-of-the-Harvest,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Silver'],1,Angel of the Harvest (GoC),False,131-Angel-of-the-Harvest,Gospel of Christ,Hero,3,X,,"[X = # of your Gospel angels, Token (""Harvest"", John 4:35)] Angel, Generic, Gospel",You may create a Lost Soul token in opponent’s Land of Bondage. You may look at the top X (limit 7) cards of deck: Take up to 1 and underdeck the rest. Cannot be interrupted.,Common,Matthew 13:39,Good,Rotation
james_courtney_069-An-Angel-Appears,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Silver', 'White']",2,An Angel Appears (GoC),False,069-An-Angel-Appears,Gospel of Christ,GE,2,3,"Territory, Star","Gospel, Nativity",STAR: Topdeck a N.T. Artifact from Reserve. / GE: You may play a Gospel angel from Reserve (or deck if opponent has hand advantage). Hero may band to an angel,Common,Luke 1:11,Good,Rotation
james_courtney_067-Flight-into-Egypt,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Silver', 'White']",2,Flight into Egypt (GoC),False,067-Flight-into-Egypt,Gospel of Christ,GE,4,2,Star,"Gospel, Joseph in Title/Scripture, Nativity","STAR: Protect good nativity cards from harm until end of turn. / GE: If opponent has hand advantage, negate and reserve an evil card.",Common,Matthew 2:13,Good,Rotation
james_courtney_076-Expelled-from-Heaven,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Purple', 'Silver']",2,Expelled from Heaven (GoC),False,076-Expelled-from-Heaven,Gospel of Christ,GE,1,3,Star,,"STAR: Underdeck a demon. GE: Negate and banish an evil card (except a human). If used by a N.T. Hero, you may draw 2. Cannot be prevented.",Common,Luke 10:18,Good,Rotation
james_courtney_074-The-Annunciation-R,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Silver', 'White']",2,The Annunciation (GoC),False,074-The-Annunciation-R,Gospel of Christ,GE,1,4,"Territory, Star","Gospel, Nativity","STAR: Look at a hand or a Reserve. / GE: If used by a nativity Hero, you may take a good Dominant from deck or Reserve. Negate cards (except good nativity cards) in battle.",Rare,Luke 1:31,Good,Rotation
james_courtney_053-Temptation-in-the-Wilderness-R,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Silver', 'Orange']",2,Temptation in the Wilderness (GoC),False,053-Temptation-in-the-Wilderness-R,Gospel of Christ,GE/EE,4 (0),0 (3),Territory,Gospel,"GE: Place in territory: While a character is blocking, you may banish this card to add your Gospel angel to battle. / EE: Place on a unique demon: If you block with it, you may choose a Hero to attack.",Rare,"Matthew 4:1,11",Neutral,Rotation
james_courtney_The_Egyptian_Rebel_(PC),nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Evil Gold', 'Crimson']",2,The Egyptian Rebel,False,The_Egyptian_Rebel_(PC),Persecuted Church,Evil Character,11,7,,"Egyptian, Prophet",May band to a N.T. human Evil Character (except a Roman or High Priest). Cannot be negated.,Rare,Acts 21:38,Evil,Rotation
james_courtney_191-Plunderers,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Crimson'],1,Plunderers (GoC),False,191-Plunderers,Gospel of Christ,Evil Character,8,9,,"Generic, Gospel, Thief","If blocking, prevent the next good Enhancement played in battle to take it. May band to a thief, or you may bounce a character in a territory.",Common,Mark 3:27,Evil,Rotation
james_courtney_160-The-Thief-R,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Crimson', 'Orange']",2,The Thief (GoC),False,160-The-Thief-R,Gospel of Christ,Evil Character,9,10,,"Demon, Gospel, Thief","Negate a good card in a territory. If it is a character or Enhancement, you may discard a character in territory to take it. You may exchange this card with a thief or generic demon from deck or territory.",Rare,John 10:10,Evil,Rotation
james_courtney_192-The-Highwayman-R,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Crimson'],1,The Highwayman (GoC),False,192-The-Highwayman-R,Gospel of Christ,Evil Character,7,5,Star,"[X = # of opponent’s good brigades] Gospel, Thief",STAR: Topdeck a Dominant from each hand. / EC: You may draw X or play an evil N.T. Fortress from deck. May band to a N.T. crimson human. Cannot be negated.,Rare,Luke 12:33,Evil,Rotation
james_courtney_113-The-Amalekites-Slave,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Brown', 'Evil Gold']",2,The Amalekites' Slave (FoM),False,113-The-Amalekites-Slave,Fall of Man,Evil Character,4,4,,Egyptian,"If blocking, you may capture this card to opponent's Land of Bondage to add an evil human from deck to battle.",Legacy Rare,I Samuel 30:13,Evil,Rotation
james_courtney_045-Zaccheus-R,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Good Gold', 'Crimson']",2,"Zaccheus, the Repentant / Zaccheus, Tax Collector (GoC)",False,045-Zaccheus-R,Gospel of Christ,Hero/Evil Character,5(4),6(5),Territory,"(Evil) Thief, X = # of your thieves","HERO: You may reserve an evil card in play or a set-aside area. If you do not, you may choose an Evil Character to block. EC: While another thief is in play, negate Enhancements in opponents' territories. If blocking, you may draw X.",Rare,Luke 19:2,Neutral,Rotation
james_courtney_047-The-Repentant-Thief,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Good Gold', 'Crimson']",2,The Repentant Thief / The Condemned Thief (GoC),False,047-The-Repentant-Thief,Gospel of Christ,Hero/Evil Character,3,4,,(Evil) Thief,HERO: You may reserve an evil Enhancement from a deck. EC: Take an Enhancement from opponent’s hand. Cannot be prevented.,Common,Luke 23:42,Neutral,Rotation
james_courtney_049-Judas-Iscariot,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Purple', 'Crimson']",2,"Judas Iscariot / Judas, the Betrayer (GoC)",False,049-Judas-Iscariot,Gospel of Christ,Hero/Evil Character,1(6),6(1),Territory,(Good) Disciple / (Evil) Thief,"HERO: If a player uses a draw ability, you may take an Artifact or Enhancement from their hand. If attacking, you may draw 2. EC: Restrict good Dominants. May band to a demon, or you may take an Artifact from a deck.",Common,"Luke 6:13,16",Neutral,Rotation
james_courtney_174-Sapphira.jpg,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Crimson'],1,"Sapphira, the Dishonest (Roots)",False,174-Sapphira.jpg,Roots,Evil Character,6,8,,,Negate Enhancements and other characters.,,Acts 5:9,Evil,Rotation
james_courtney_200-Pilfer,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Crimson'],1,Pilfer (GoC),False,200-Pilfer,Gospel of Christ,EE,5,1,Territory,Gospel,"You may negate opponent’s card this turn to draw 1. If used by a thief in battle, you may take the negated card unless it is a Dominant.",Common,John 12:6,Evil,Rotation
james_courtney_202-Hurling-Insults,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Crimson'],1,Hurling Insults (GoC),False,202-Hurling-Insults,Gospel of Christ,EE,4,2,Star,Gospel,STAR: Topdeck an evil card from Reserve. / EE: Interrupt the battle and underdeck a good card. Cannot be prevented if used by a thief.,Common,Luke 23:39,Evil,Rotation
james_courtney_203-Seized-by-Babylon,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Crimson'],1,Seized by Babylon,False,203-Seized-by-Babylon,Prophecies of Christ,EE,X,-2,,X = # of good brigades in battle,"Interrupt the battle and capture up to X Heroes. If used by a Babylonian, you may take a Site or Fortress and play it. Cannot be prevented by a good card.",Common,Habakkuk 1:6,Evil,Rotation
james_courtney_203-Purloin,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Crimson'],1,Purloin (GoC),False,203-Purloin,Gospel of Christ,EE,3,2,Star,Gospel,"STAR: Take a card (except a Dominant). / EE: Interrupt the battle. If used by a thief, you may take a card to hand or territory.",Common,John 10:10,Evil,Rotation
james_courtney_193-Temple-Thieves,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Crimson'],1,Temple Thieves (GoC),False,193-Temple-Thieves,Gospel of Christ,Evil Character,6,6,,"Generic, Gospel, Thief","Negate a good card. If blocking, you may take an Artifact or animal from opponent. If you did not, you may play a thief or Den of Thieves from deck. Cannot be negated.",Common,Luke 19:45-46,Evil,Rotation
james_courtney_135-Burning-up-the-Chaff-R,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Silver'],1,Burning up the Chaff (GoC),True,135-Burning-up-the-Chaff-R,Gospel of Christ,GE,3,2,"Territory, Star",Gospel,STAR: Discard an evil card in a territory. / GE: Discard all Evil Characters in battle. You may banish all evil cards from all discard piles.,Rare,Matthew 3:12,Good,Rotation
james_courtney_013-The-Manger-R,nats2024_17th_james_courtney.txt,17,james_courtney,1,[],0,The Manger (GoC),True,013-The-Manger-R,Gospel of Christ,Artifact,,,Star,"Gospel, Nativity","STAR: Play a Lost Soul from each deck. / A: Negate an evil or neutral card in play or a set-aside area. If your nativity Hero is blocked, you may draw 1.",Rare,Luke 2:7,Neutral,Rotation
james_courtney_122-Swift-Beings.jpg,nats2024_17th_james_courtney.txt,17,james_courtney,1,['Silver'],1,Swift Beings (Roots),True,122-Swift-Beings.jpg,Roots,GE,2,5,,Based on Prophecy,Interrupt the battle. You may draw 3 and play an Enhancement.,,Daniel 9:21,Good,Rotation
james_courtney_214-Betrayal,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Black', 'Crimson']",2,Betrayal (PoC),True,214-Betrayal,Prophecies of Christ,EE,3,2,Territory,,"(Star) Topdeck an Artifact from Reserve. (EE) Underdeck an opponent’s good card or a good card from an opponent’s hand. If played in battle, you may draw 3.",Common,Zechariah 11:12,Evil,Rotation
james_courtney_064-The-Child-is-Born,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Silver', 'White']",2,The Child is Born (GoC),True,064-The-Child-is-Born,Gospel of Christ,GE,7,0,Star,"Gospel, Nativity",STAR: Topdeck a * card from Reserve. / GE: Interrupt the battle. You may take a nativity Hero from Reserve. Hero may band to any number of N.T. Heroes.,Common,Luke 2:7,Good,Rotation
james_courtney_156-Lost-Child-Found,nats2024_17th_james_courtney.txt,17,james_courtney,1,['White'],1,Lost Child Found (GoC),True,156-Lost-Child-Found,Gospel of Christ,GE,2,4,"Territory, Star","Gospel, Nativity","STAR: Play a Lost Soul from a deck. / GE: If used by a nativity Hero, interrupt the battle. Bounce up to 3 other cards (except Dominants).",Common,Luke 2:46,Good,Rotation
james_courtney_165-The-Coming-Prince,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Green', 'Purple', 'Silver', 'White']",4,The Coming Prince,True,165-The-Coming-Prince,Prophecies of Christ,GE,6,2,Territory,,(Star) Look at the top card of a deck: You may underdeck it. (HE) Negate an evil card in battle. Topdeck a good * card from discard pile.,Common,Daniel 9:25,Good,Rotation
james_courtney_Foreign-Wives,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Brown', 'Evil Gold', 'Crimson', 'Black', 'Gray', 'Orange', 'Pale Green']",7,Foreign Wives (2022 - Side Event),True,Foreign-Wives,Promo,Evil Character,6,6,,"Generic, Queen of Israel and Judah, Canaanite, Edomite, Egyptian, Moabite","Take Household Idols from discard pile. If opponent has drawn 5 or more cards this turn, protect this card from cards used by opponent. Cannot be negated.",Promo,I Kings 11:1,Evil,Rotation
james_courtney_055-Zechariah,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Teal', 'White']",2,"Zechariah, the Silent (GoC)",True,055-Zechariah,Gospel of Christ,Hero,8,11,,"Gospel, Herod's Temple Priest, Nativity, Prophet","If opponent has hand advantage, you may draw 2. May band to Elizabeth, or you may prevent the next Enhancement played by opponent. Cannot be negated.",Common,Luke 1:5,Good,Rotation
james_courtney_072-Lost-Coin-Found,nats2024_17th_james_courtney.txt,17,james_courtney,1,"['Good Gold', 'Silver']",2,Lost Coin Found (GoC),True,072-Lost-Coin-Found,Gospel of Christ,GE,1,9,,,Interrupt the battle. You may convert an evil human or reserve an evil non-human. You may take a N.T. Artifact from Reserve.,Common,Luke 15:8,Good,Rotation
card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
jay_chambers_K7-Lost-Soul-Exodus-15_24,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,"Lost Soul ""Grumbled"" [Exodus 15:24 - K]",False,K7-Lost-Soul-Exodus-15_24,K Starter,Lost Soul,,,,"[""Grumbled""]","If put in play, you may underdeck a card from hand to draw 1.",Starter,Exodus 15:24,Neutral,Rotation
jay_chambers_L7-Lost-Soul-ISamuel-25_7,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,"Lost Soul ""Shepherds"" [I Samuel 25:7 - L]",False,L7-Lost-Soul-ISamuel-25_7,L Starter,Lost Soul,,,,"[""Shepherds""]","If put in play, you may underdeck a card from hand to draw 1.",Starter,I Samuel 25:7,Neutral,Rotation
jay_chambers_22-Lost-Soul-Humble-R,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,"Lost Soul ""Humble"" [James 4:6 / Proverbs 3:34 - RoJ]",False,22-Lost-Soul-Humble-R,Revelation of John,Lost Soul,,,,"[""Humble""]","During battle, while opponent has more cards in hand than you, your cards cannot be prevented by opponents' cards.",Rare,James 4:6 (Proverbs 3:34),Neutral,Rotation
jay_chambers_205-Lost-Soul-Distressed-Zephaniah-1_17,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,"Lost Soul ""Distressed"" [Zephaniah 1:17]",False,205-Lost-Soul-Distressed-Zephaniah-1_17,Prophecies of Christ,Lost Soul,,,,"[""Distressed""]",Negate characters in other territories.,Common,Zephaniah 1:17,Neutral,Rotation
jay_chambers_019-Lost-Soul-Lost-Souls.jpg,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,"Lost Soul ""Lost Souls"" [Proverbs 2:16-17]",False,019-Lost-Soul-Lost-Souls.jpg,Roots,Lost Soul,,,,"[""Lost Souls""]","If an O.T. Lost Soul (except a token) is put in play, you may create a Lost Soul token in a Land of Bondage.",,Proverbs 2:16-17,Neutral,Rotation
jay_chambers_Promo_Son-of-God-Christmas,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,"Son of God ""Manger"" (Promo)",False,Promo_Son-of-God-Christmas,Promo,Dominant,,,,,Negate and rescue a Lost Soul.,Seasonal,Luke 2:7,Good,Rotation
jay_chambers_CoW_AB_N01-The-Second-Coming-UR,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,The Second Coming (CoW AB),False,CoW_AB_N01-The-Second-Coming-UR,Cloud of Witnesses (Alternate Border),Dominant,,,,May not be included in a deck with the New Jerusalem Dominant,Search deck or discard pile for a good Dominant.,Ultra Rare,Hebrews 9:28,Good,Rotation
jay_chambers_Glory-of-the-Lord-Winner.jpg,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,Glory of the Lord [2024 - Winner],False,Glory-of-the-Lord-Winner.jpg,Promo,Dominant,,,,,You may activate a Temple Artifact. Restrict players from playing Enhancements on characters (except lone priests) this turn.,Promo,II Chronicles 7:1,Good,Rotation
jay_chambers_003-The-Resurrection-UR,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,The Resurrection (GoC),False,003-The-Resurrection-UR,Gospel of Christ,Dominant,,,,Gospel,You may play a good Gospel Fortress and an empty tomb Hero from deck or discard pile. Your N.T. Hero may band to up to 3 N.T. human Heroes.,Ultra Rare,Matthew 28:5-6,Good,Rotation
jay_chambers_LoC_002-Ride-Awesome-R,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,Ride on Victoriously / Awesome Things (LoC),False,LoC_002-Ride-Awesome-R,Lineage of Christ,Dominant,,,,Involves music,"RoV: If an Evil Character is blocking, add a meek Hero to battle. Limit once per game. AT: Play an Enhancement on your meek Hero in battle. Limit once per game.",Rare,Psalm 45:4,Good,Rotation
jay_chambers_FR-Crowds-Choice-foil,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,Crowd's Choice [Fundraiser],False,FR-Crowds-Choice-foil,Fundraiser,Dominant,,,,Gospel,Good: You may take a good card from deck or Reserve. / Evil: You may take an evil card from deck or Reserve.,Promo,Matthew 27:17,Neutral,Rotation
jay_chambers_FR-Three-Woes,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,[],0,Three Woes [Fundraiser],False,FR-Three-Woes,Fundraiser,Dominant,,,,[When put in play choose to be good or evil],"Place in territory: Negate a card of a different alignment than this card for one round. Each upkeep, you may negate a card of a different alignment than this card for one round.",Promo,Revelation 9:12,Neutral,Rotation
jay_chambers_The-New-Covenant-IJ,nats2024_18th_jay_chambers.txt,18,jay_chambers,1,['Purple'],1,The New Covenant (I/J+),False,The-New-Covenant-IJ,I/J+,Covenant,4,3,,,GE: Hero may band to any number of N.T. Heroes. ART: You may take a good Gospel Enhancement from deck or Reserve.,,Mark 14:24,Good,Rotation
